Unnamed: 0,title,time,content,url,title_,content_,content_cut,label,rank
294,为什么处理社保问题我得E市A市往返跑？,2020/01/07 21:31:53,"
					
					2017年我从省通信公司下岗，在A2区注册一家通信科技分公司，本想有所作为，结果因为对市场评估不足，导致公司经营不善而倒闭，此时我已经身负巨债，只能再打工再图东山再起，在此期间我以法人身份购买了社保，后来因业务短缺便更到广西正常购买保险（有社保凭证），2018年8月我又想回西地省再图创业，结果发现社保买不进，我便开启了为数9次的注销之路，先是让我提供广西的凭证，我提供了，结果又要我出示现在单位的证明 我提供了，结果现在又要我出27000元补缴？我就纳闷了 为什么广西买的不能转？现在这个单位连续出了三个证明帮我续交不能注销？我工商税务都注销了 为什么我要连续跑4趟，请了代理公司跑了4.5趟都注销不了？这是为何，党中央三令五申的要简化办事程序，只让群众跑一次，为何我就要无数次的往社保站跑，我30多岁的人了 我也有生活，我也要工作，为什么一个社保我就得往返E市A市的跑？各种无理的证明？我至今保留在这里，往返车票我都在这里？这就是为群众减负？恳请领导，能否积极响应中央文件精神，切实为群众减轻负担。
					
					
				",127.0.0.1,为什么处理社保问题我得E市A市往返跑？,通信 公司 下岗 a2 注册 通信 科技 分公司 有所作为 市场 评估 导致 公司 经营不善 倒闭 身负 巨债 只能 打工 再图 东山再起 在此期间 法人 身份 购买 社保 业务 广西 购买 社保 凭证 西地省 再图 创业 发现 社保 买不进 开启 为数 注销 提供 广西 凭证 提供 出示 单位 证明 提供 补缴 纳闷 广西 单位 证明 注销 工商 税务 注销 代理 公司 注销 党中央 三令五申 简化 办事 程序 群众 社保 生活 工作 社保 往返 无理 证明 保留 往返 车票 群众 减负 恳请 领导 积极响应 中央 文件精神 群众 减轻负担,"['通信', '公司', '下岗', 'a2', '注册', '通信', '科技', '分公司', '有所作为', '市场', '评估', '导致', '公司', '经营不善', '倒闭', '身负', '巨债', '只能', '打工', '再图', '东山再起', '在此期间', '法人', '身份', '购买', '社保', '业务', '广西', '购买', '社保', '凭证', '西地省', '再图', '创业', '发现', '社保', '买不进', '开启', '为数', '注销', '提供', '广西', '凭证', '提供', '出示', '单位', '证明', '提供', '补缴', '纳闷', '广西', '单位', '证明', '注销', '工商', '税务', '注销', '代理', '公司', '注销', '党中央', '三令五申', '简化', '办事', '程序', '群众', '社保', '生活', '工作', '社保', '往返', '无理', '证明', '保留', '往返', '车票', '群众', '减负', '恳请', '领导', '积极响应', '中央', '文件精神', '群众', '减轻负担']",-1,-1
0,A市西湖建筑集团占道施工有安全隐患,2020/01/06 12:09:38,"
					
					A3区大道西行便道，未管所路口至加油站路段，人行道包括路灯杆，被圈西湖建筑集团燕子山安置房项目施工围墙内。每天尤其上下班期间这条路上人流车流极多，安全隐患非常大。强烈请求文明城市A市，尽快整改这个极不文明的路段。
					
					
				",127.0.0.1,A市西湖建筑集团占道施工有安全隐患,a3 大道 西行 路口 加油站 路段 人行道 包括 路灯 西湖 建筑 集团 燕子 安置 项目 施工 围墙 上下班 路上 人流 车流 安全隐患 请求 文明城市 整改 文明 路段,"['a3', '大道', '西行', '路口', '加油站', '路段', '人行道', '包括', '路灯', '西湖', '建筑', '集团', '燕子', '安置', '项目', '施工', '围墙', '上下班', '路上', '人流', '车流', '安全隐患', '请求', '文明城市', '整改', '文明', '路段']",-1,-1
1,A市在水一方大厦人为烂尾多年，安全隐患严重,2020/01/04 11:17:46,"
					
					位于书院路主干道的在水一方大厦一楼至四楼人为拆除水、电等设施后，烂尾多年，用护栏围着，不但占用人行道路，而且护栏锈迹斑斑，随时可能倒塌，危机过往行人和车辆安全。请求有关部门牵头处理。
					
					
				",127.0.0.1,A市在水一方大厦人为烂尾多年，安全隐患严重,位于 书院 主干道 在水一方 大厦 一楼 四楼 人为 拆除 设施 烂尾 护栏 围着 占用 人行道 护栏 锈迹斑斑 倒塌 危机 过往行人 车辆 请求 部门 牵头,"['位于', '书院', '主干道', '在水一方', '大厦', '一楼', '四楼', '人为', '拆除', '设施', '烂尾', '护栏', '围着', '占用', '人行道', '护栏', '锈迹斑斑', '倒塌', '危机', '过往行人', '车辆', '请求', '部门', '牵头']",-1,-1
389,A3区山景区管理不作为，“南辕北辙”路标继续坑游客,2020/01/01 19:00:42,"
					
					去年12月26日在A3区山风景区看见有外地游客被A3区山脚下的“南辕北辙”路标所坑，曾以题为“A3区山5A景区出现害人非浅的‘南辕北辙’路标”为题致信到平台百姓呼声栏目。今日到实地一看，此路标上的九个箭头所指的方向，只有上次提到的“爱晚亭”箭头调整过来了，其他八个箭头照旧是“南辕北辙”状态。元旦节假日又有好多外地游客站在路标下对照地图，好多人“丈二和尚摸不着头脑”。本人站在路标下当了几十分钟义务指路员，要大家莫信路标，此路标所指方向除了“爱晚亭”全部是错的。一个小小的路标，可能折射出一个深藏的大问题。此路标为什么会一错再错？为什么只把上次提出来的“爱晚亭”方向调整了，其他所指方向照样是“南辕北辙”？看来这里面套路太深，希望相关部门细查一下，究竟问题出在那里？
					
					
				",127.0.0.1,A3区山景区管理不作为，“南辕北辙”路标继续坑游客,去年 a3 区山 风景区 外地 游客 a3 山脚下 南辕北辙 路标 所坑 题为 a3 区山 景区 害人 南辕北辙 路标 为题 致信 平台 百姓 呼声 栏目 今日 实地 路标 箭头 所指 方向 上次 提到 爱晚亭 箭头 调整 箭头 南辕北辙 状态 元旦 节假日 外地 游客 路标 地图 丈二和尚摸不着头脑 路标 下当 义务 指路 莫信 路标 路标 所指 方向 爱晚亭 路标 折射出 深藏 路标 一错再错 上次 提出 爱晚亭 方向 调整 所指 方向 南辕北辙 套路 希望 相关 部门 细查,"['去年', 'a3', '区山', '风景区', '外地', '游客', 'a3', '山脚下', '南辕北辙', '路标', '所坑', '题为', 'a3', '区山', '景区', '害人', '南辕北辙', '路标', '为题', '致信', '平台', '百姓', '呼声', '栏目', '今日', '实地', '路标', '箭头', '所指', '方向', '上次', '提到', '爱晚亭', '箭头', '调整', '箭头', '南辕北辙', '状态', '元旦', '节假日', '外地', '游客', '路标', '地图', '丈二和尚摸不着头脑', '路标', '下当', '义务', '指路', '莫信', '路标', '路标', '所指', '方向', '爱晚亭', '路标', '折射出', '深藏', '路标', '一错再错', '上次', '提出', '爱晚亭', '方向', '调整', '所指', '方向', '南辕北辙', '套路', '希望', '相关', '部门', '细查']",-1,-1
30,投诉A市A1区苑物业违规收停车费,2019/12/30 17:06:14,"
					
					尊敬的领导：A1区苑小区位于A1区火炬路，小区物业A市程明物业管理有限公司，未经小区业主同意，利用业主的公摊公共面积向业主滥收停车费用，且收费后对车辆在小区内受到损坏拒不承担责任，业主多次向物业和社区反映，物业置之不理妄自继续违规收费，社区不作为不闻不问。今特请领导明查事实，为老百姓做主，督办社区和物业依法依规作为，还小区居民应享的正当权益，不甚感谢!问题一、根据《物权法》第73条规定，小区内的道路、绿地、公用设施和物业服务用房，属于业主共有。第74条规定，占用业主共有的道路或者其他场地用于停放汽车的车位，属于业主共有。此部分车位业主不需要缴纳停车费，如用于出租的收益也归业主所有，根据《物业管理条例》第54条规定，利用物业共用部位、共用设施设备进行经营的，应当在征得相关业主、业主大会、物业管理企业的同意后，按照规定办理有关手续。而本小区的所有地面停车位，被程明物业从未征得业主意见而强制违规收费来进行管控，物业将南门部分商业和活动楼等违规改造后转租用于商业使用，甚至有部分车位已经变更使用性质成为个别商户的专用车位，严重影响相关消防通道的使用功能，对小区的业主安全造成重大隐患，这类问题业主已多次向物业和社区提出诉求，但物业并未合理解决。不知程明物业如何解释?给予怎样及时整改?问题二：1、地下人防车位属于建造在小区人防工程里的车位，根据《人民防空法》的要求，产权不属于业主也不属于开发商，物业无权在未与小区业主协商的情况下进行出售及出租。2、如果地下车位面积已作为公摊面积被小区业主公摊，那么已被公摊的地下车位开发商和物业无权处理，也属于全体业主所有，多年来程明物业并未就地下车位的所属权提供过相关任何资料，业主有权要求物业在收取高额停车费前提供相关依据。目前车位的租金为300元/月，相比A市的停车收费标准来说已属于偏高。而物业此次又擅自调整停车费，由原来的300元/月调整为350元，根据发改委颁布了关于放开停车收费的相关指导意见，依据此规则西地省物价局制定了《西地省机动车停放服务收费管理办法》，其中第七条、第二项、第五目规定：“已成立业主委员会的住宅小区停车服务收费由业主大会或业主代表大会决定，未成立业主委员会的住宅小区停车服务收费由停车服务管理方与入住业主参照本办法协商决定或在物业合同中约定。”而目前程明物业针对小区停车的收费标准上调，在小区没有业委会的情况，并未征得多数业主的同意，就擅自修改相关收费标准，严重不符合发改委和西地省相关文件制定的初衷。A1区苑小区全体业主2019年12月30日
					
					
				",127.0.0.1,投诉A市A1区苑物业违规收停车费,尊敬 领导 a1 区苑 小区 位于 a1 火炬 小区 物业 市程 物业管理 有限公司 小区业主 利用 业主 公摊 面积 业主 滥收 停车费 收费 车辆 区内 损坏 承担责任 业主 物业 社区 物业 置之不理 妄自 违规 收费 社区 不闻不问 领导 明查 事实 老百姓 做主 督办 社区 物业 依法 小区 居民 应享 正当权益 感谢 物权法 区内 道路 绿地 公用设施 物业 服务 用房 业主 共有 占用 业主 共有 道路 场地 用于 停放 汽车 车位 业主 共有 车位 业主 缴纳 停车费 用于 出租 收益 业主 物业管理 条例 利用 物业 共用 部位 共用 设施 设备 经营 征得 相关 业主 业主大会 物业管理 企业 办理 手续 小区 地面 停车位 程明 物业 征得 业主 意见 强制 违规 收费 管控 物业 南门 商业 活动 违规 改造 转租 用于 商业 车位 变更 性质 商户 专用车 影响 相关 消防通道 功能 小区 业主 隐患 业主 物业 社区 提出 诉求 物业 解决 不知 程明 物业 解释 给予 整改 地下 人防 车位 建造 小区 人防 工程 车位 防空 产权 业主 开发商 物业 无权 小区业主 协商 情况 出售 出租 地下 车位 面积 公摊面积 小区业主 公摊 公摊 地下 车位 开发商 物业 无权 业主 来程 物业 地下 车位 提供 相关 资料 业主 有权 物业 收取 高额 停车费 提供 相关 车位 租金 相比 停车 收费 标准 物业 调整 停车费 调整 发改委 颁布 放开 停车 收费 相关 指导 意见 规则 西地省 物价局 制定 西地省 机动车 停放 服务 收费 管理 办法 成立 业主 委员会 住宅小区 停车 服务 收费 业主大会 业主 代表大会 成立 业主 委员会 住宅小区 停车 服务 收费 停车 服务 管理方 入住 业主 参照 办法 协商 物业 约定 程明 物业 小区 停车 收费 标准 上调 小区 业委会 情况 征得 业主 修改 相关 收费 标准 符合 发改委 西地省 相关 文件 制定 a1 区苑 小区 业主,"['尊敬', '领导', 'a1', '区苑', '小区', '位于', 'a1', '火炬', '小区', '物业', '市程', '物业管理', '有限公司', '小区业主', '利用', '业主', '公摊', '面积', '业主', '滥收', '停车费', '收费', '车辆', '区内', '损坏', '承担责任', '业主', '物业', '社区', '物业', '置之不理', '妄自', '违规', '收费', '社区', '不闻不问', '领导', '明查', '事实', '老百姓', '做主', '督办', '社区', '物业', '依法', '小区', '居民', '应享', '正当权益', '感谢', '物权法', '区内', '道路', '绿地', '公用设施', '物业', '服务', '用房', '业主', '共有', '占用', '业主', '共有', '道路', '场地', '用于', '停放', '汽车', '车位', '业主', '共有', '车位', '业主', '缴纳', '停车费', '用于', '出租', '收益', '业主', '物业管理', '条例', '利用', '物业', '共用', '部位', '共用', '设施', '设备', '经营', '征得', '相关', '业主', '业主大会', '物业管理', '企业', '办理', '手续', '小区', '地面', '停车位', '程明', '物业', '征得', '业主', '意见', '强制', '违规', '收费', '管控', '物业', '南门', '商业', '活动', '违规', '改造', '转租', '用于', '商业', '车位', '变更', '性质', '商户', '专用车', '影响', '相关', '消防通道', '功能', '小区', '业主', '隐患', '业主', '物业', '社区', '提出', '诉求', '物业', '解决', '不知', '程明', '物业', '解释', '给予', '整改', '地下', '人防', '车位', '建造', '小区', '人防', '工程', '车位', '防空', '产权', '业主', '开发商', '物业', '无权', '小区业主', '协商', '情况', '出售', '出租', '地下', '车位', '面积', '公摊面积', '小区业主', '公摊', '公摊', '地下', '车位', '开发商', '物业', '无权', '业主', '来程', '物业', '地下', '车位', '提供', '相关', '资料', '业主', '有权', '物业', '收取', '高额', '停车费', '提供', '相关', '车位', '租金', '相比', '停车', '收费', '标准', '物业', '调整', '停车费', '调整', '发改委', '颁布', '放开', '停车', '收费', '相关', '指导', '意见', '规则', '西地省', '物价局', '制定', '西地省', '机动车', '停放', '服务', '收费', '管理', '办法', '成立', '业主', '委员会', '住宅小区', '停车', '服务', '收费', '业主大会', '业主', '代表大会', '成立', '业主', '委员会', '住宅小区', '停车', '服务', '收费', '停车', '服务', '管理方', '入住', '业主', '参照', '办法', '协商', '物业', '约定', '程明', '物业', '小区', '停车', '收费', '标准', '上调', '小区', '业委会', '情况', '征得', '业主', '修改', '相关', '收费', '标准', '符合', '发改委', '西地省', '相关', '文件', '制定', 'a1', '区苑', '小区', '业主']",-1,-1
200,M8县二中请加强教学管理,2019/12/30 15:22:38,"
					
					1.学生回家说这个星期有几节课没有老师上课，说班主任要他们自习，但没有老师在班。询问班主任，班主任说有老师请假，学校教导处要班主任安排代课，如果没有老师要课的话就是班主任自己守，但那节课班主任也有课，那就只能要学生自习。请问，没有老师在班，学生出了事谁负责？2.二中还真有一个英语老师上3个班的英语课，而且还是个班主任。二中缺老师不会请代课老师？一个英语老师上3个班，管得过来吗？二中的领导懂不懂教育？3.都期末了，没几天就要考试放假了，有的科目还有三分之一没上完。你们学校是怎么管理的？我们农民把孩子交到学校，你们老师就这么教，还有良心吗？
					
					
				",127.0.0.1,M8县二中请加强教学管理,学生 回家 星期 几节课 老师上课 班主任 自习 老师 询问 班主任 班主任 老师 请假 学校 教导处 班主任 安排 代课 老师 班主任 节课 班主任 只能 学生 自习 请问 老师 学生 负责 二中 英语老师 英语课 班主任 二中 老师 代课老师 英语老师 二中 领导 懂不懂 教育 期末 考试 放假 科目 没上 学校 管理 农民 孩子 交到 学校 老师,"['学生', '回家', '星期', '几节课', '老师上课', '班主任', '自习', '老师', '询问', '班主任', '班主任', '老师', '请假', '学校', '教导处', '班主任', '安排', '代课', '老师', '班主任', '节课', '班主任', '只能', '学生', '自习', '请问', '老师', '学生', '负责', '二中', '英语老师', '英语课', '班主任', '二中', '老师', '代课老师', '英语老师', '二中', '领导', '懂不懂', '教育', '期末', '考试', '放假', '科目', '没上', '学校', '管理', '农民', '孩子', '交到', '学校', '老师']",-1,-1
177,在L6县蒲稳乡收取快递一直都是需要收钱的,2019/12/20 17:05:19,"
					
					2019年11月份以来，在西地省L市L6县蒲稳乡收取快递一直都是需要钱取，除了邮政和顺丰，唯品会，其他快递均需要钱，两块钱一个快递。明明买的东西是包邮，每一次去拿快递都需要收钱，最主要是买的多的拿快递都需要多少钱去了。真的是希望能够得到解决。
					
					
				",127.0.0.1,在L6县蒲稳乡收取快递一直都是需要收钱的,月份 西地省 l6 收取 快递 邮政 和顺 唯品 快递 两块钱 快递 明明 东西 快递 收钱 快递 希望 解决,"['月份', '西地省', 'l6', '收取', '快递', '邮政', '和顺', '唯品', '快递', '两块钱', '快递', '明明', '东西', '快递', '收钱', '快递', '希望', '解决']",0,1
432,请问L1区用于火车托运的宠物检疫证明去哪里开,2019/12/17 14:29:10,"
					
					尊敬的工作人员您好！因为年关将至，想带自己的宠物猫咪回老家过年。我所处的位置是西地省L市L1区。由于火车托运需要开具宠物联系证明。但是我不知道L1区开具检疫证明的地方在哪里？（我的猫咪是宠物品种猫，从老家托运回L市也有3次了，都是畜牧局开的证明，）我曾经询问L市L1区火车行包房，但是无果，都是高花费的，因为我托运过，所以知道拖运费只是几十块。我现在想自己带着猫咪去L1区可以办理检疫证明托运的地方，请问哪里可以办宠物的联系证明？跪谢。
					
					
				",127.0.0.1,请问L1区用于火车托运的宠物检疫证明去哪里开,尊敬 工作人员 您好 年关 宠物猫 回老家 过年 位置 西地省 l1 火车 托运 开具 宠物 证明 l1 开具 检疫 证明 地方 猫咪 宠物 品种 老家 托运 畜牧局 证明 询问 l1 火车 包房 花费 托运 运费 猫咪 l1 办理 检疫 证明 托运 地方 请问 宠物 证明 跪谢,"['尊敬', '工作人员', '您好', '年关', '宠物猫', '回老家', '过年', '位置', '西地省', 'l1', '火车', '托运', '开具', '宠物', '证明', 'l1', '开具', '检疫', '证明', '地方', '猫咪', '宠物', '品种', '老家', '托运', '畜牧局', '证明', '询问', 'l1', '火车', '包房', '花费', '托运', '运费', '猫咪', 'l1', '办理', '检疫', '证明', '托运', '地方', '请问', '宠物', '证明', '跪谢']",-1,-1
480,C4市泉塘镇卫生院有医生无证行医,2019/12/09 06:35:13,"
					
					举报泉塘镇卫生院退休医师吴扬名一直在桐瑞台村无证行医，开办非法诊所请上级部门监管。
					
					
				",127.0.0.1,C4市泉塘镇卫生院有医生无证行医,举报 泉塘镇 卫生院 退休 医师 扬名 桐瑞台村 无证 行医 开办 诊所 上级部门 监管,"['举报', '泉塘镇', '卫生院', '退休', '医师', '扬名', '桐瑞台村', '无证', '行医', '开办', '诊所', '上级部门', '监管']",-1,-1
70,L8县县住建局副局长利用职务之便破坏投标程序，干扰营商环境,2019/12/08 14:50:47,"
					
					L8县县住房和城乡建设局副局长吴先吉胆大包天，利用职务之便伙同招标代理机构为他人提供保护、强揽工程，严重损害招投标的正常秩序，干扰营商环境，在此本人向相关部门进行反映：L8县住房和城乡建设局L8县山西路二期建设工程（招标编号：hngt—1920）项目于2019年11月18日上午9:30在L市公共资源交易中心开标，11月20日在《西地省招标投标监管网》及《L市公共资源交易中心网》同时发布中标候选人公示。西地省大星建设集团有限公司为中标候选人第一名，西地省红旗市政园林建设股份有限公司为第二名。根据公示文件规定：公示时间为3个工作日，公示期间如对评标结果有异议，可通过书面材料向相关部门投诉。公示期满对中标候选人若无异议，招标方将确定中标候选人中的第一名为该项目最终中标人。2019年12月3日下午，在《西地省招标投标监管网》上浏览到该项目复核的公告，这令人百思不得其解，一个已经通过了公示期的项目为什么又要重新复核？难道这是小孩子玩过家家吗？2019年12月5日，经过复核后，得出的中标候选人是西地省梅溪湖建设有限公司第一名，西地省林绿市政景观工程有限公司第二名，西地省新望建设集团股份有限公司第三名。这样的结果更加令人瞠目结舌，第二次中标候选人这3家公司在第一次投标时就已经因为技术标和项目管理机构评审不合格被否决投标，那为什么在复核后又能以前3名的成绩成为候选人？难道这不是一个天大的笑话？后经了解，原来是L8县县住房和城乡建设局副局长吴先吉为了帮助意向投标人姚明明（姚明明社会人员，此次投标姚明明拿多家公司串标围标），伙同代理机构西地省通国工程管理有限公司而从中作梗，并扬言摆平此事是小事一桩，一定要帮姚明明得到。近年来，从中央到地方，都在为营造法治营商环境而不断努力推进，L市也出台了《优化营商环境20条措施》，为什么L8县住房和城乡建设局副局长吴先吉竟如此猖狂敢顶风作案？希望相关部门能够查明真相，将破坏正常投标程序的人员绳之于法，还一个清清白白的营商环境。反映人：李鸣联系方式：*****************
					
					
				",127.0.0.1,L8县县住建局副局长利用职务之便破坏投标程序，干扰营商环境,l8 县县 住房 城乡 建设局 副局长 吴先吉 胆大包天 利用 职务 招标 代理 机构 提供 保护 强揽 工程 损害 招投标 秩序 干扰 营商 环境 相关 部门 l8 住房 城乡 建设局 l8 山西路 建设工程 招标 编号 hngt 项目 上午 公共资源 交易中心 开标 西地省 招标 投标 监管网 公共资源 交易中心 发布 中标 候选人 公示 西地省 大星 建设 集团 有限公司 中标 候选人 西地省 红旗 市政 园林 建设 股份 有限公司 公示 文件 公示 时间 工作日 公示 评标 异议 书面材料 相关 部门 投诉 公示 期满 中标 候选人 无异议 招标 方将 中标 候选人 项目 中标人 下午 西地省 招标 投标 监管网 浏览 项目 复核 公告 令人 百思不得其解 公示 项目 复核 小孩子 过家家 复核 中标 候选人 西地省 溪湖 建设 有限公司 西地省 林绿 市政 景观 工程 有限公司 西地省 新望 建设 集团股份 有限公司 令人 瞠目结舌 中标 候选人 公司 投标 技术 标和 项目管理 机构 评审 合格 否决 投标 复核 成绩 候选人 天大 笑话 l8 县县 住房 城乡 建设局 副局长 吴先吉 意向 投标人 姚明 姚明 社会 人员 投标 姚明 公司 串标 围标 代理 机构 西地省 通国 工程 管理 有限公司 从中作梗 扬言 摆平 小事一桩 姚明 中央 地方 营造 法治 营商 环境 推进 出台 优化 营商 环境 措施 l8 住房 城乡 建设局 副局长 吴先吉 顶风 作案 希望 相关 部门 查明真相 破坏 投标 程序 人员 之于法 营商 环境 李鸣 联系方式,"['l8', '县县', '住房', '城乡', '建设局', '副局长', '吴先吉', '胆大包天', '利用', '职务', '招标', '代理', '机构', '提供', '保护', '强揽', '工程', '损害', '招投标', '秩序', '干扰', '营商', '环境', '相关', '部门', 'l8', '住房', '城乡', '建设局', 'l8', '山西路', '建设工程', '招标', '编号', 'hngt', '项目', '上午', '公共资源', '交易中心', '开标', '西地省', '招标', '投标', '监管网', '公共资源', '交易中心', '发布', '中标', '候选人', '公示', '西地省', '大星', '建设', '集团', '有限公司', '中标', '候选人', '西地省', '红旗', '市政', '园林', '建设', '股份', '有限公司', '公示', '文件', '公示', '时间', '工作日', '公示', '评标', '异议', '书面材料', '相关', '部门', '投诉', '公示', '期满', '中标', '候选人', '无异议', '招标', '方将', '中标', '候选人', '项目', '中标人', '下午', '西地省', '招标', '投标', '监管网', '浏览', '项目', '复核', '公告', '令人', '百思不得其解', '公示', '项目', '复核', '小孩子', '过家家', '复核', '中标', '候选人', '西地省', '溪湖', '建设', '有限公司', '西地省', '林绿', '市政', '景观', '工程', '有限公司', '西地省', '新望', '建设', '集团股份', '有限公司', '令人', '瞠目结舌', '中标', '候选人', '公司', '投标', '技术', '标和', '项目管理', '机构', '评审', '合格', '否决', '投标', '复核', '成绩', '候选人', '天大', '笑话', 'l8', '县县', '住房', '城乡', '建设局', '副局长', '吴先吉', '意向', '投标人', '姚明', '姚明', '社会', '人员', '投标', '姚明', '公司', '串标', '围标', '代理', '机构', '西地省', '通国', '工程', '管理', '有限公司', '从中作梗', '扬言', '摆平', '小事一桩', '姚明', '中央', '地方', '营造', '法治', '营商', '环境', '推进', '出台', '优化', '营商', '环境', '措施', 'l8', '住房', '城乡', '建设局', '副局长', '吴先吉', '顶风', '作案', '希望', '相关', '部门', '查明真相', '破坏', '投标', '程序', '人员', '之于法', '营商', '环境', '李鸣', '联系方式']",-1,-1
